Destination_Name,Country,City,Destination_Type,Starting_Point,Distance_km,Travel_Mode,Flight_Transport_Cost_USD,Travel_Duration_Hours,Accommodation_Options,Accommodation_Cost_Per_Night_USD,Recommended_Stay_Days,Top_Attractions,Activity_Cost_USD,Activity_Duration_Hours,Food_Options,Food_Cost_Per_Day_USD,Visa_Required,Visa_Cost_USD,Miscellaneous_Cost_USD,Best_Season,Peak_Season_Cost_Multiplier,Local_Currency,Exchange_Rate_to_USD
Lennox,USA,Lennox,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Rock and Roll,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Houston,USA,Houston,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Cedar Point,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Dallas,USA,Dallas,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Fargo Air Museum,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Atlanta,USA,Atlanta,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Route 66 Musueum,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Milton,USA,Milton,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Harshey Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Kansas City,USA,Kansas City,City,Dhaka,12700,Flight,1200,20,Budget Hotel,400,7,Myrtle Beach,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Alexander City,USA,Alexander City,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Fgraceland,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Anniston,USA,Anniston,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,The Alamo,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Atmore,USA,Atmore,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Big Bend Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Cullman,USA,Cullman,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Arches Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Clanton,USA,Clanton,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Lake Champlain,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Demopolis,USA,Demopolis,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Bryce Canyon,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Dothan,USA,Dothan,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Gettysburg Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Enterprise,USA,Enterprise,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Block Island,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Florence,USA,Florence,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Glacier Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Greenville,USA,Greenville,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Yellowstone,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Guntersville,USA,Guntersville,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Big Sky Resort,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Huntsville,USA,Huntsville,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Oak Alley,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Alabama,USA,Alabama,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Gilf Shores Beaches,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Alaska,USA,Alaska,City,Dhaka,8000,Flight,1200,20,Budget Hotel,400,7,Mendenhall Glacier,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Arizona,USA,Arizona,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Monument Valley,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Arkansas,USA,Arkansas,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Buffalo National River,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Carmel,USA,Carmel,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Gatden of Gods,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Chico,USA,Chico,City,Dhaka,12900,Flight,1200,20,Budget Hotel,400,7,Rehoboth Beach,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Beverly Hills,USA,Beverly Hills,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Mystic Sea Port,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Concord,USA,Concord,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Cape Henlopen,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Corona,USA,Corona,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Everglades Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Coronado,USA,Coronado,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Rocky Mountain National park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Daly City,USA,Daly City,City,Dhaka,12900,Flight,1200,20,Budget Hotel,400,7,Winterthur Musuem,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
El Centro,USA,El Centro,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Aquarium Centro,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Fairfield,USA,Fairfield,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Fairfield Street,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Hayward,USA,Hayward,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Hayward Eco Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Hollywood,USA,Hollywood,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Hollywood Sign,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Indio,USA,Indio,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Shoeshone Falls,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Lodi,USA,Lodi,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Lodi Forest,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Redwood City,USA,Redwood City,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Redwood Sight,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Richmond,USA,Richmond,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Block Island,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Riverside,USA,Riverside,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Newport Mansions,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Roseville,USA,Roseville,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Roger Willams Zoo,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Gabriel,USA,San Gabriel,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Congaree Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Fernando,USA,San Fernando,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Custer State Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Jose,USA,San Jose,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Jose Historic Sights,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Leandro,USA,San Leandro,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Crazy Horse Memorial,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Diego,USA,San Diego,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Needles Highway,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Marino,USA,San Marino,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Wind Cave,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Mateo,USA,San Mateo,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Lookout Mountain,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
San Pedro,USA,San Pedro,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Padre SEAshore,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Santa Ana,USA,Santa Ana,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Caddilac Ranch,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Santa Cruz,USA,Santa Cruz,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Guadalupe Mountains,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Santa Rosa,USA,Santa Rosa,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Goblin Valley,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Simi Valley,USA,Simi Valley,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Jackson Hole,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Sonoma,USA,Sonoma,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Knife River,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
South San Franciso,USA,South San Franciso,City,Dhaka,12800,Flight,1200,20,Budget Hotel,400,7,Blue Ridge,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Colorado,USA,Colorado,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,Pikes Peak,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Connecticut,USA,Connecticut,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Maroon Bells,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Delaware,USA,Delaware,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Nemours Estate,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Milford,USA,Milford,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Baxter State Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Florida,USA,Florida,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Walt Disney World,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Georgia,USA,Georgia,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Stone Mountain Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Idaho,USA,Idaho,City,Dhaka,11500,Flight,1200,20,Budget Hotel,400,7,Brueneau Dunes Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Illionis,USA,Illionis,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,Navy Pier,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Indiana,USA,Indiana,City,Dhaka,12700,Flight,1200,20,Budget Hotel,400,7,Conner Prairie,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Iowa,USA,Iowa,City,Dhaka,12300,Flight,1200,20,Budget Hotel,400,7,Amana Colonies,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Kentucky,USA,Kentucky,City,Dhaka,12900,Flight,1200,20,Budget Hotel,400,7,Flint Hills,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Louisiana,USA,Louisiana,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Laura Plantation,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Maine,USA,Maine,City,Dhaka,11800,Flight,1200,20,Budget Hotel,400,7,Kennebunkport,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Maryland,USA,Maryland,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Deep Creek Lake,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Massachusetts,USA,Massachusetts,City,Dhaka,12000,Flight,1200,20,Budget Hotel,400,7,Harvard University,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Michigan,USA,Michigan,City,Dhaka,12200,Flight,1200,20,Budget Hotel,400,7,Split Rock LightsHouse,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Minnesota,USA,Minnesota,City,Dhaka,11900,Flight,1200,20,Budget Hotel,400,7,Windsor Ruins,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Mississippi,USA,Mississippi,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Elvis Presley,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Missouri,USA,Missouri,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,Meramec Caverns,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Montana,USA,Montana,City,Dhaka,11000,Flight,1200,20,Budget Hotel,400,7,Flathead Lake,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Nebraska,USA,Nebraska,City,Dhaka,11800,Flight,1200,20,Budget Hotel,400,7,Sndhills Drive,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Nevada,USA,Nevada,City,Dhaka,12500,Flight,1200,20,Budget Hotel,400,7,Red Rock Canyon,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
New Hampshire,USA,New Hampshire,City,Dhaka,11900,Flight,1200,20,Budget Hotel,400,7,Story Land,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
New Jersey,USA,New Jersey,City,Dhaka,12200,Flight,1200,20,Budget Hotel,400,7,Princeton University,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
New Mexico,USA,New Mexico,City,Dhaka,12700,Flight,1200,20,Budget Hotel,400,7,Santa Fe Plaza,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
North Carolina,USA,North Carolina,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Chimney Rock Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
North Dakota,USA,North Dakota,City,Dhaka,11500,Flight,1200,20,Budget Hotel,400,7,International Peace Garden,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Ohio,USA,Ohio,City,Dhaka,12400,Flight,1200,20,Budget Hotel,400,7,Cincinnati Zoo,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Oklahoma,USA,Oklahoma,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Turner Falls,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Oregon,USA,Oregon,City,Dhaka,11800,Flight,1200,20,Budget Hotel,400,7,Fallingwater,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Pennsylvania,USA,Pennsylvania,City,Dhaka,12300,Flight,1200,20,Budget Hotel,400,7,Longwood Gardens,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Rhode Island,USA,Rhode Island,City,Dhaka,12100,Flight,1200,20,Budget Hotel,400,7,Cliff Walk,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
South Carolina,USA,South Carolina,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Fort Sumter Monument,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Tennessee,USA,Tennessee,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,The Parthenon,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Texas,USA,Texas,City,Dhaka,11700,Flight,1200,20,Budget Hotel,400,7,Padre Island,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Utah,USA,Utah,City,Dhaka,12000,Flight,1200,20,Budget Hotel,400,7,Goblin Valley Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Vermont,USA,Vermont,City,Dhaka,11800,Flight,1200,20,Budget Hotel,400,7,Smugglers Notch,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Virginia,USA,Virginia,City,Dhaka,13100,Flight,1200,20,Budget Hotel,400,7,Luray Carverns,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
West Virginia,USA,West Virginia,City,Dhaka,12600,Flight,1200,20,Budget Hotel,400,7,Greenbrier Resort,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Wisconsin,USA,Wisconsin,City,Dhaka,12000,Flight,1200,20,Budget Hotel,400,7,Cave of Mounds,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Wyoming,USA,Wyoming,City,Dhaka,11500,Flight,1200,20,Budget Hotel,400,7,Deils Tower Monument,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Kelso,USA,Kelso,City,Dhaka,11700,Flight,1200,20,Budget Hotel,400,7,Sun Studio,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Pasco,USA,Pasco,City,Dhaka,11700,Flight,1200,20,Budget Hotel,400,7,Hersheey Park,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Yakima,USA,Yakima,City,Dhaka,11700,Flight,1200,20,Budget Hotel,400,7,Grand Teton,150,4,Street Food,60,TRUE,200,60,May-September,1.5,USD,1
Hampi,India,Hampi,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Hampi Mountains,5,4,Street Food,60,TRUE,20,30,October-December,1.4,INR,0.013
Alleppey,India,Alleppey,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Mechuka Valley,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jaisalmer,India,Jaisalmer,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Patratu Valley,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Goa,India,Goa,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,"Baga Beach,Fort Aguada",5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Coorg,India,Coorg,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Danteweda Temples,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Hydrabad,India,Hydrabad,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Spiti Valley,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Parvati Valley,India,Parvati Valley,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Kufri,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Taj Mahal,India,Taj Mahal,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,"Taj Mahal,Fatehpur Sikri",5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Chikmagalur,India,Chikmagalur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Riverside,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Golden Temple,India,Golden Temple,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,NarkandaSputara,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Manali,India,Manali,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Mysore,India,Mysore,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Myshore City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Surat ,India,Surat,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Surat Bazaar,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Pune,India,Pune,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,"Museums, Castel Sant'Angelo",5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Ahmedabad,India,Ahmedabad,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Ahemdabad Station,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Lucknow,India,Lucknow,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Lucknow City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kanpur,India,Kanpur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Statue Of unity,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Nagpur,India,Nagpur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Nagpur Temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Indore,India,Indore,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Indore Sight,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Thane,India,Thane,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Rann of kutch,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bhopal,India,Bhopal,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Laxmi Villas,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Patna,India,Patna,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Patna Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Faridabad,India,Faridabad,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Faridabad Bazaar,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Meerut,India,Meerut,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Meerut Gardens,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Rajkot,India,Rajkot,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Kotla,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Srinagar,India,Srinagar,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Brahma Sarovar,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Dhanbad,India,Dhanbad,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Pinjore gardens,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Howrah,India,Howrah,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Howrah Traditiional,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Ranchi,India,Ranchi,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Ranchi City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jabalpur,India,Jabalpur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Morni Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gwalior,India,Gwalior,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,WildLife,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Coimbatore,India,Coimbatore,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Dongargarh Temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jodhpur,India,Jodhpur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,heritage sites,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Madurai,India,Madurai,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Bogibeel Bridge,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kota,India,Kota,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Aspirants,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Solapur,India,Solapur,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Solapur temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Tiruppur,India,Tiruppur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Bodh Gaya,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Moradabad,India,Moradabad,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Rani Ki vaav,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gurgaon,India,Gurgaon,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Champaner,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Aligarh,India,Aligarh,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Lepakshi Temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bhubaneswar,India,Bhubaneswar,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Sela Pass,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Salem,India,Salem,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Haflong,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Warangal,India,Warangal,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Station,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Noida,India,Noida,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Noida City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Jamshedpur,India,Jamshedpur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Morni Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bhilai,India,Bhilai,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Yadavindra,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Cuttack,India,Cuttack,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Surajkund,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Firozabad,India,Firozabad,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Dssam Falls,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kochi  ,India,Kochi,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Maithon Dam,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Nellore,India,Nellore,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Rajrappa Temple,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Bhavnagar,India,Bhavnagar,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Netarhat,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Dehradun,India,Dehradun,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Hills,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Asansol,India,Asansol,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Ksol,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Nanded,India,Nanded,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Dalhousie,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Kolhapur,India,Kolhapur,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Jog falls,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Ajmer,India,Ajmer,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Ajmer City,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Akola,India,Akola,Historical,Dhaka,1700,Flight,150,3,Budget Hotel,50,2,Elephanta Caves,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
Gulbarga,India,Gulbarga,Historical,Dhaka,1800,Flight,150,3,Budget Hotel,50,2,Lavasa,5,4,Street Food,5,TRUE,20,30,October-December,1.4,INR,0.013
